"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","FG%","FT%","3PTM","PTS","REB","AST","ST","BLK","TO","Image"
"428.p.6549","136","Kuminga","Jonathan","GSW","Available","","PF","136.0","12.0","$1.7","31%","0.529","0.746","53","1188","355","163","55","36","122","https://s.yimg.com/iu/api/res/1.2/Sn2IjHqV19WdxJAKcpU96A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/6549.png"
"428.p.6073","137","Robinson","Duncan","MIA","Available","","SF,SG","142.2","12.4","$1.3","10%","0.450","0.889","187","875","173","192","46","16","95","https://s.yimg.com/iu/api/res/1.2/YPdLz_ponUoZ03KViNA6oA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6073.png"
"428.p.5194","138","Hardaway Jr.","Tim","DAL","Available","","SF,SG","137.2","12.0","$1.3","28%","0.402","0.852","211","1139","254","139","42","6","69","https://s.yimg.com/iu/api/res/1.2/Dg4ZgEPu82zQuef8QxCnmA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5194.png"
"428.p.6422","139","Bane","Desmond","MEM","Questionable","GTD - Back","SF,SG","25.9","2.6","$31.1","99%","0.464","0.870","137","997","185","230","43","22","112","https://s.yimg.com/iu/api/res/1.2/l7UthXFwB.InlteQivgKJw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/6422.png"
"428.p.6411","140","Bey","Saddiq","ATL","Injured","INJ - Knee","PF,SF","145.0","12.7","$1.4","43%","0.416","0.837","113","863","411","92","51","11","54","https://s.yimg.com/iu/api/res/1.2/NaxPuodE.f4EcQ2nkW7zWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6411.png"
"428.p.6699","141","Sochan","Jeremy","SAS","Questionable","GTD - Ankle","PF,PG","140.4","12.4","$2.1","35%","0.438","0.771","70","861","476","249","62","40","140","https://s.yimg.com/iu/api/res/1.2/D0_IBOUCBUkZStBkZ09_AQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6699.png"
"428.p.10115","142","Podziemski","Brandin","GSW","Available","","SG","136.8","11.9","$1.0","3%","0.454","0.633","90","682","427","273","61","14","88","https://s.yimg.com/iu/api/res/1.2/ZLDj8dcMVg7uQ0Ofb_.TYw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/10115.png"
"428.p.6167","143","Garland","Darius","CLE","Available","","PG","42.8","4.1","$23.9","100%","0.446","0.834","132","1028","152","373","74","7","176","https://s.yimg.com/iu/api/res/1.2/MOUR1eJuJqW3Bx5tq5iNFw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6167.png"
"428.p.5836","144","Anunoby","OG","NYK","Out","O - Hamstring","SF,SG","53.4","5.0","$19.0","100%","0.489","0.753","102","733","208","107","68","36","81","https://s.yimg.com/iu/api/res/1.2/5gwk0e8rjqWKoAgdLRipAA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01052024/5836.png"
"428.p.4469","145","Gordon","Eric","PHX","Available","","SF,SG","141.9","12.3","$1.0","11%","0.443","0.797","150","749","122","139","66","30","73","https://s.yimg.com/iu/api/res/1.2/TlN_tx27BNwHLDufLoi3EQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/4469.png"
"428.p.5073","146","Middleton","Khris","MIL","Available","","PF,SF","87.2","7.9","$6.0","100%","0.493","0.833","94","828","257","292","51","15","127","https://s.yimg.com/iu/api/res/1.2/x0BW_RIXAqJtbUZ4qSkDHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5073.png"
"428.p.6557","147","Kispert","Corey","WAS","Available","","SF,SG","145.7","12.7","$1.2","4%","0.486","0.726","184","1070","225","156","41","16","98","https://s.yimg.com/iu/api/res/1.2/zA2k4x3J0V2axykSIsTW0Q--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10112023/6557.png"
"428.p.10108","148","Thompson","Amen","HOU","Available","","PG,SF,SG","139.4","12.3","$1.5","32%","0.536","0.684","8","592","409","163","78","38","90","https://s.yimg.com/iu/api/res/1.2/gcSXwBTTWMnadooBBPBb_A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/10108.png"
"428.p.5069","149","Green","Draymond","GSW","Available","","C,PF","96.8","8.7","$3.8","100%","0.497","0.730","51","475","398","332","55","47","135","https://s.yimg.com/iu/api/res/1.2/08drx0MVxHMcvJG2GJiNgg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5069.png"
"428.p.6036","150","Wagner","Moritz","ORL","Available","","C","","","","","0.601","0.814","38","868","347","96","39","21","97","https://s.yimg.com/iu/api/res/1.2/anggP1io5UPMxb0oJ8PGDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6036.png"
"428.p.6398","151","Okongwu","Onyeka","ATL","Questionable","GTD - Toe","C","107.7","9.6","$5.1","100%","0.611","0.793","23","561","376","74","26","60","45","https://s.yimg.com/iu/api/res/1.2/enF.1.ZsN.furEU3PzeTRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6398.png"
"428.p.5643","152","Prince","Taurean","LAL","Available","","PF,SF","","","","","0.442","0.735","141","697","230","119","58","35","73","https://s.yimg.com/iu/api/res/1.2/15V34i3Gy_iOV2yBu01fPQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5643.png"
"428.p.5858","153","Brooks","Dillon","HOU","Questionable","GTD - Thigh","SF,SG","138.5","12.1","$1.5","34%","0.428","0.844","133","915","246","119","64","10","88","https://s.yimg.com/iu/api/res/1.2/rE.njEjLRPx7KD60cUfb8A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/5858.png"
"428.p.6173","154","Johnson","Cameron","BKN","Questionable","GTD - Toe","PF,SF","72.8","6.6","$9.8","100%","0.446","0.789","138","776","251","138","49","15","57","https://s.yimg.com/iu/api/res/1.2/l2xkIcpGRGCsP.t2VqHcGg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/6173.png"
"428.p.5349","155","Dinwiddie","Spencer","LAL","Available","","PG,SG","107.3","9.6","$3.7","100%","0.392","0.805","124","795","205","356","51","22","91","https://s.yimg.com/iu/api/res/1.2/AYugckkRwCMZukioKf6yLQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132024/5349.png"
"428.p.5015","156","Drummond","Andre","CHI","Available","","C","134.5","11.7","$1.0","6%","0.556","0.592","0","663","708","37","73","48","81","https://s.yimg.com/iu/api/res/1.2/17RV30IdTMWnjVs7SRO6yw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10172023/5015.png"
"428.p.5693","157","Finney-Smith","Dorian","BKN","Questionable","GTD - Knee","C,PF,SF","142.4","12.4","$1.1","4%","0.421","0.717","117","580","317","107","56","38","59","https://s.yimg.com/iu/api/res/1.2/E.nkyJmb_2w7vdhlhGXNUw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/5693.png"
"428.p.6441","158","Joe","Isaiah","OKC","Available","","PG,SG","","","","","0.458","0.865","147","636","180","99","46","22","47","https://s.yimg.com/iu/api/res/1.2/JMsX4_hkavL8cNFI6rcXPw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6441.png"
"428.p.6420","159","McDaniels","Jaden","MIN","Available","","PF,SF","114.4","10.2","$2.2","93%","0.489","0.722","86","757","224","101","63","42","87","https://s.yimg.com/iu/api/res/1.2/QSEQYSjstY8JUj2.RcNUBg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/6420.png"
"428.p.6053","160","Brown","Bruce","TOR","Available","","PG,SF,SG","121.3","10.8","$2.6","100%","0.478","0.824","53","726","284","192","59","17","86","https://s.yimg.com/iu/api/res/1.2/H5KKLb4JOMs1yMzUrrv5_w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01312024/6053.png"
"428.p.5341","161","Anderson","Kyle","MIN","Available","","PF,SF","146.7","12.9","$1.1","63%","0.460","0.708","11","506","273","331","71","47","91","https://s.yimg.com/iu/api/res/1.2/0e5ZTFjqZFnT58YosrROuQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10242023/5341.png"
"428.p.10097","162","Lively II","Dereck","DAL","Available","","C","132.5","11.8","$1.8","24%","0.747","0.506","0","483","378","60","36","77","50","https://s.yimg.com/iu/api/res/1.2/Qb.eOLzknTyBiWVqAQpFCQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/10097.png"
"428.p.6210","163","Williams","Grant","CHA","Questionable","GTD - Ankle","C,PF","143.4","12.5","$1.1","13%","0.456","0.757","126","784","318","174","44","39","109","https://s.yimg.com/iu/api/res/1.2/h8PnYnJrcuUem9UjNvhbGg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132024/6210.png"
"428.p.6236","164","Mann","Terance","LAC","Available","","SF,SG","140.9","12.4","$1.1","4%","0.515","0.832","71","658","254","119","43","15","48","https://s.yimg.com/iu/api/res/1.2/BHsr2hKueB.xVWxnzBz4Gw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/6236.png"
"428.p.6030","165","Huerter","Kevin","SAC","Questionable","GTD - Shoulder","SF,SG","130.4","11.5","$1.5","92%","0.443","0.766","123","655","224","166","45","23","53","https://s.yimg.com/iu/api/res/1.2/obO9oHa5RTSEL_TA1Jrp8g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6030.png"
"428.p.6766","166","Fontecchio","Simone","DET","Questionable","GTD - Toe","SF","","","","","0.460","0.818","134","692","246","101","44","23","68","https://s.yimg.com/iu/api/res/1.2/lh2lj50uOKH6PBgFrroiRw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02132024/6766.png"
"428.p.4152","167","Lowry","Kyle","PHI","Available","","PG","144.8","12.7","$1.0","34%","0.432","0.840","98","487","194","253","59","21","85","https://s.yimg.com/iu/api/res/1.2/Gk1zlZLTeqPCbrSctp5OfA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/02142024/4152.png"
"428.p.5350","168","Grant","Jerami","POR","Questionable","GTD - Hamstring","PF,SF","76.7","7.0","$7.9","100%","0.451","0.817","111","1132","191","152","45","34","116","https://s.yimg.com/iu/api/res/1.2/l.F57Up2FBKML6OU.jd8zg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/5350.png"
"428.p.5640","169","Poeltl","Jakob","TOR","Questionable","GTD - Finger","C","83.7","7.6","$6.3","100%","0.656","0.551","0","555","429","127","35","76","77","https://s.yimg.com/iu/api/res/1.2/GpGQaINFOiqVqaqo0yxbcw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/5640.png"
"428.p.6698","170","Daniels","Dyson","NOP","Available","","PG,SG","","","","","0.447","0.642","42","354","236","164","85","25","59","https://s.yimg.com/iu/api/res/1.2/UpdG7Y6NieU8qkU0IunW5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/6698.png"
"428.p.6572","171","Aldama","Santi","MEM","Questionable","GTD - Foot","C,PF","142.4","12.6","$1.3","3%","0.435","0.621","106","654","352","138","43","54","69","https://s.yimg.com/iu/api/res/1.2/3PEcYj6ZJeOxeSUwt0oZfA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10252023/6572.png"
"428.p.5747","172","Jones Jr.","Derrick","DAL","Available","","PF,SF","","","","","0.483","0.713","82","657","250","75","53","51","65","https://s.yimg.com/iu/api/res/1.2/gcFFddN1u0TrBAgefKIZSQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/12292023/5747.png"
"428.p.5487","173","Nance Jr.","Larry","NOP","Available","","C,PF","","","","","0.573","0.770","27","350","307","113","61","19","49","https://s.yimg.com/iu/api/res/1.2/IO5x9OBm9fAoaWiRD9Dn9w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10232023/5487.png"
"428.p.6597","174","Wiggins","Aaron","OKC","Available","","SF,SG","","","","","0.562","0.789","62","542","186","86","56","19","56","https://s.yimg.com/iu/api/res/1.2/RFxhy0hynWTC4aIqaGL5eg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/6597.png"
"428.p.6397","175","Okoro","Isaac","CLE","Available","","SF,SG","145.5","12.6","$1.0","3%","0.490","0.679","84","647","206","132","57","34","54","https://s.yimg.com/iu/api/res/1.2/.Ohh5lyO1C42azI.dEiYmQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/6397.png"
"428.p.5292","176","Wiggins","Andrew","GSW","Available","","PF,SF","93.9","8.4","$4.4","97%","0.453","0.751","91","939","321","119","42","41","87","https://s.yimg.com/iu/api/res/1.2/KLmCkQymQaRVFo4A3UsKNA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10132023/5292.png"
"428.p.5903","177","Kornet","Luke","BOS","Available","","C","","","","","0.700","0.907","1","334","261","67","23","61","21","https://s.yimg.com/iu/api/res/1.2/8dopHFFfTDo9ds.q52ZeAQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10102023/5903.png"
"428.p.6166","178","Hunter","De'Andre","ATL","Available","","PF,SF","143.6","12.5","$1.1","18%","0.459","0.847","117","891","222","87","40","16","83","https://s.yimg.com/iu/api/res/1.2/xtiKVKDwlDFWTNKDOO6Wwg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/6166.png"
"428.p.6412","179","Achiuwa","Precious","NYK","Available","","C,PF","140.9","12.3","$1.0","3%","0.501","0.616","26","565","487","97","46","68","83","https://s.yimg.com/iu/api/res/1.2/YFE3o6JyMjlnAc3DiweBEQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01052024/6412.png"
"428.p.6721","180","Nembhard","Andrew","IND","Available","","PG,SG","","","","","0.498","0.804","61","626","141","280","63","6","101","https://s.yimg.com/iu/api/res/1.2/KDVRFT1ETlEXFnWw_rpBDA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10182023/6721.png"
"428.p.10096","181","Thompson","Ausar","DET","Questionable","GTD - Illness","PF,SF,SG","125.5","11.1","$2.2","92%","0.483","0.597","21","556","402","120","68","59","84","https://s.yimg.com/iu/api/res/1.2/rcMn2yWFjPqjtaJEB9cdcw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/04032024/10096.png"
"428.p.5681","182","Niang","Georges","CLE","Available","","PF","","","","","0.449","0.850","149","768","278","98","30","18","72","https://s.yimg.com/iu/api/res/1.2/CcrTtuUJolKE6QAvy2BcOA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10122023/5681.png"
"428.p.5768","183","Isaac","Jonathan","ORL","Available","","PF,SF","144.5","13.3","$1.5","3%","0.510","0.720","42","393","260","30","43","70","27","https://s.yimg.com/iu/api/res/1.2/.sjTsBBzMq_WwGkYNbn27A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10192023/5768.png"
"428.p.5636","184","Dunn","Kris","UTA","Questionable","GTD - Foot","PG,SG","","","","","0.470","0.688","41","357","189","254","68","28","79","https://s.yimg.com/iu/api/res/1.2/dXfTx.xAwERN0WDu_RmoMg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10092023/5636.png"
"428.p.10065","185","Camara","Toumani","POR","Questionable","GTD - Ribs","PF","","","","","0.450","0.758","58","527","343","87","66","33","84","https://s.yimg.com/iu/api/res/1.2/RuVZd.kLVF7VAFtoiE2prg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/10065.png"
"428.p.4487","186","Batum","Nicolas","PHI","Available","","PF,SF","145.8","12.6","$1.0","3%","0.453","0.714","73","320","248","128","48","38","40","https://s.yimg.com/iu/api/res/1.2/5ZVe_AAiQh9ZXqejfD3bNw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/01312024/4487.png"
"428.p.6035","187","Simons","Anfernee","POR","Questionable","GTD - Knee","PG,SG","70.7","6.5","$10.7","100%","0.430","0.916","156","1039","167","255","23","5","126","https://s.yimg.com/iu/api/res/1.2/PZwdKnK5v0_DkrEaFKsHIg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10162023/6035.png"
"428.p.4390","188","Westbrook","Russell","LAC","Available","","PG","109.6","9.8","$2.8","100%","0.454","0.688","42","754","343","306","74","23","144","https://s.yimg.com/iu/api/res/1.2/WVabkXoLG4hLQr3OM.QNBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nba_cutout/players_l/10202023/4390.png"
